Etapa,Rede,Código da CREDE,CREDE,Código do Município,Município,Edição,Proficiência Média,Desvio Padrão,Indicação do Padrão de Desempenho,% Não Alfabetizado,% Alfabetização Incompleta,% Intermediário,% Suficiente,% Desejável,Nº de Alunos Previstos,Nº de Alunos Avaliados,Participação (%)
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2300754,AMONTADA,2009,154.715775006293,68.4105433912783,Desejável,13.2752992383025,11.2078346028292,13.6017410228509,12.7312295973885,49.1838955386289,975,919,94.2564102564103
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2300804,ANTONINA DO NORTE,2009,181.081043386747,55.5586491463746,Desejável,2.52100840336134,6.72268907563025,10.0840336134454,10.9243697478992,69.7478991596639,115,119,103.478260869565
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2300903,APUIARES,2009,167.918429398101,64.073492352676,Desejável,9.67741935483871,6.81003584229391,10.0358422939068,12.5448028673835,60.9318996415771,281,279,99.288256227758
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2301000,AQUIRAZ,2009,135.745019842713,53.7331077541633,Suficiente,11.7689530685921,15.2346570397112,19.85559566787,16.6064981949459,36.5342960288809,1539,1385,89.993502274204
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2301109,ARACATI,2009,134.693136962647,60.0898893521261,Suficiente,17.0948616600791,14.9209486166008,16.699604743083,14.4268774703557,36.8577075098814,1056,1012,95.8333333333333
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2301208,ARACOIABA,2009,132.962440929281,60.2176937354305,Suficiente,17.8173719376392,16.4810690423163,12.4721603563474,16.0356347438753,37.1937639198218,478,449,93.9330543933054
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2301257,ARARENDA,2009,130.288154745779,55.4612971277009,Suficiente,18.4331797235023,16.1290322580645,9.67741935483871,17.5115207373272,38.2488479262673,227,217,95.5947136563877
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2301307,ARARIPE,2009,158.264625932923,63.2795267846484,Desejável,8.00681431005111,11.4139693356048,15.8432708688245,14.4804088586031,50.2555366269165,657,587,89.3455098934551
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2301406,ARATUBA,2009,136.685959990941,54.7691456339805,Suficiente,11.3636363636364,12.5,22.3484848484848,18.9393939393939,34.8484848484849,280,264,94.2857142857143
2º Ano do Ensino Fundamental,MUNICIPAL,15,TAUA,2301505,ARNEIROZ,2009,139.148417908356,61.7018883221175,Suficiente,13.1944444444444,18.75,16.6666666666667,9.02777777777778,42.3611111111111,149,144,96.6442953020134
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2301604,ASSARE,2009,139.110405756429,60.4396841799741,Suficiente,16.7741935483871,11.3978494623656,13.7634408602151,15.6989247311828,42.3655913978495,502,465,92.6294820717131
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2301703,AURORA,2009,151.005359972329,59.7311310819654,Desejável,9.47368421052632,14.3157894736842,13.2631578947368,14.7368421052632,48.2105263157895,503,475,94.4333996023857
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2301802,BAIXIO,2009,162.185059336594,62.2561951762745,Desejável,9.27835051546392,5.15463917525773,13.4020618556701,17.5257731958763,54.639175257732,100,97,97.0
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2301851,BANABUIU,2009,140.004424046854,63.7446796532534,Suficiente,17.2236503856041,13.6246786632391,14.1388174807198,14.1388174807198,40.8740359897172,418,389,93.0622009569378
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2301901,BARBALHA,2009,143.608598254345,61.5476225478876,Suficiente,12.5842696629213,14.4943820224719,16.8539325842697,14.6067415730337,41.4606741573034,914,890,97.3741794310722
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2301950,BARREIRA,2009,126.874362861497,52.8057178362215,Suficiente,12.316715542522,23.7536656891496,19.0615835777126,15.5425219941349,29.3255131964809,353,341,96.600566572238
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2302008,BARRO,2009,182.046944100895,64.4786543926631,Desejável,4.69208211143695,5.57184750733138,10.2639296187683,12.9032258064516,66.5689149560117,369,341,92.4119241192412
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2302057,BARROQUINHA,2009,130.212858010099,54.2668258374637,Suficiente,15.3374233128834,17.4846625766871,16.5644171779141,18.4049079754601,32.2085889570552,336,326,97.0238095238095
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2302107,BATURITE,2009,129.827853737271,55.4132515880488,Suficiente,18.2456140350877,14.5614035087719,16.140350877193,18.0701754385965,32.9824561403509,581,570,98.1067125645439
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2302206,BEBERIBE,2009,162.530045067654,61.004742762022,Desejável,6.8788501026694,10.0616016427105,12.7310061601643,15.4004106776181,54.9281314168378,1003,974,97.1086739780658
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2302305,BELA CRUZ,2009,188.447088013101,62.7414531794067,Desejável,4.44874274661509,5.22243713733075,8.89748549323017,8.31721470019342,73.1141199226306,520,517,99.4230769230769
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2302404,BOA VIAGEM,2009,144.535482886993,61.3404736374558,Suficiente,13.6324417601381,12.1656600517688,16.6522864538395,13.9775668679896,43.572044866264,1292,1159,89.7058823529412
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2302503,BREJO SANTO,2009,184.94273518222,58.7219693284005,Desejável,3.0791788856305,3.95894428152493,9.82404692082111,12.9032258064516,70.2346041055718,715,682,95.3846153846154
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2302602,CAMOCIM,2009,136.25787181456,57.2147601172533,Suficiente,15.4732510288066,13.4979423868313,15.6378600823045,15.0617283950617,40.3292181069959,1281,1215,94.847775175644
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2302701,CAMPOS SALES,2009,181.029266729804,67.6079797856186,Desejável,6.2015503875969,8.72093023255814,8.33333333333333,12.015503875969,64.7286821705426,526,516,98.0988593155894
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2302800,CANINDE,2009,131.507526568164,58.7300382110735,Suficiente,17.444089456869,15.9105431309904,17.6996805111821,14.4408945686901,34.5047923322684,1635,1565,95.7186544342508
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2302909,CAPISTRANO,2009,115.091462449435,57.3638782101785,Intermediário,27.9605263157895,19.0789473684211,14.4736842105263,12.5,25.9868421052632,348,304,87.3563218390805
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2303006,CARIDADE,2009,128.830419998672,56.7995381820352,Suficiente,16.017316017316,19.2640692640693,18.8311688311688,14.0692640692641,31.8181818181818,479,462,96.4509394572025
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2303105,CARIRE,2009,141.983045820093,54.0713030035191,Suficiente,13.2743362831858,10.9144542772861,13.5693215339233,16.8141592920354,45.4277286135693,376,339,90.1595744680851
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2303204,CARIRIACU,2009,132.546694319644,56.6212888778086,Suficiente,16.6666666666667,16.6666666666667,16.0337552742616,13.0801687763713,37.5527426160338,505,474,93.8613861386139
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2303303,CARIUS,2009,138.444200524906,54.5112456716471,Suficiente,11.5492957746479,15.4929577464789,17.4647887323944,15.4929577464789,40.0,370,355,95.9459459459459
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2303402,CARNAUBAL,2009,151.790073448854,63.2047751665271,Desejável,11.3372093023256,11.6279069767442,13.953488372093,16.2790697674419,46.8023255813954,348,344,98.8505747126437
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2303501,CASCAVEL,2009,127.786147009086,59.0323922659561,Suficiente,20.8296557811121,16.2400706090026,15.3574580759047,12.621359223301,34.9514563106796,1218,1133,93.0213464696223
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2303600,CATARINA,2009,140.263861436131,58.5830809443084,Suficiente,9.89010989010989,16.4835164835165,23.0769230769231,14.8351648351648,35.7142857142857,194,182,93.8144329896907
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2303659,CATUNDA,2009,162.684835229658,60.7140792848578,Desejável,5.29100529100529,12.1693121693122,13.2275132275132,14.8148148148148,54.4973544973545,198,189,95.4545454545455
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2303709,CAUCAIA,2009,121.677970177588,55.1423367861533,Intermediário,20.7607699358387,18.9275893675527,19.7525206232814,13.8634280476627,26.6956920256645,4982,4364,87.5953432356483
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2303808,CEDRO,2009,138.283693677678,63.0714795648905,Suficiente,16.597510373444,14.1078838174274,18.6721991701245,15.3526970954357,35.2697095435685,482,482,100.0
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2303907,CHAVAL,2009,112.222419651824,48.8398298625269,Intermediário,24.6963562753036,19.0283400809717,18.2186234817814,17.8137651821862,20.2429149797571,255,247,96.8627450980392
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2303931,CHORO,2009,129.477927138818,54.6901659178613,Suficiente,15.4135338345865,16.9172932330827,19.1729323308271,15.4135338345865,33.0827067669173,290,266,91.7241379310345
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2303956,CHOROZINHO,2009,106.175174496011,53.6908132348371,Intermediário,33.1764705882353,19.5294117647059,14.8235294117647,13.8823529411765,18.5882352941176,436,425,97.4770642201835
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304004,COREAU,2009,134.505571541945,62.3949053099602,Suficiente,17.5946547884187,13.5857461024499,18.0400890868597,14.9220489977728,35.8574610244989,456,449,98.4649122807018
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2304103,CRATEUS,2009,144.883088063837,58.1906438981063,Suficiente,9.46745562130178,14.3702451394759,19.6111580726965,14.7083685545224,41.8427726120034,1273,1183,92.930086410055
2º Ano do Ensino Fundamental,MUNICIPAL,18,CRATO,2304202,CRATO,2009,140.215912237331,59.3421713926484,Suficiente,12.2724603640634,16.5590135055784,15.8543746330006,15.5607751027598,39.7533763945978,1855,1703,91.8059299191375
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2304236,CROATA,2009,157.728891438903,66.7732858304161,Desejável,10.7042253521127,10.7042253521127,12.6760563380282,16.6197183098592,49.2957746478873,365,355,97.2602739726027
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2304251,CRUZ,2009,192.052568991335,53.9894196253779,Desejável,1.47058823529412,3.57142857142857,5.25210084033613,10.5042016806723,79.2016806722689,475,476,100.210526315789
2º Ano do Ensino Fundamental,MUNICIPAL,14,SENADOR POMPEU,2304269,DEPUTADO IRAPUAN PINHEIRO,2009,229.541768237485,46.3681917869447,Desejável,1.12359550561798,0.0,1.68539325842697,2.80898876404494,94.3820224719101,185,178,96.2162162162162
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2304277,ERERE,2009,140.237548542666,55.4140355635201,Suficiente,10.1123595505618,15.7303370786517,13.4831460674157,20.2247191011236,40.4494382022472,93,89,95.6989247311828
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2304285,EUSEBIO,2009,162.014674264572,56.43671490438,Desejável,4.93827160493827,8.5297418630752,14.2536475869809,16.2738496071829,56.0044893378227,902,891,98.780487804878
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2304301,FARIAS BRITO,2009,141.371902778181,60.0686953710867,Suficiente,12.853470437018,13.8817480719794,16.452442159383,15.9383033419023,40.8740359897172,398,389,97.7386934673367
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304350,FORQUILHA,2009,156.155000573196,59.2030943642993,Desejável,8.19112627986348,12.2866894197952,11.2627986348123,16.0409556313993,52.2184300341297,305,293,96.0655737704918
2º Ano do Ensino Fundamental,MUNICIPAL,21,FORTALEZA,2304400,FORTALEZA,2009,118.520816744175,51.9248477691057,Intermediário,21.2443698666431,19.3985692837587,19.4471429833083,15.2079837498896,24.7019341164002,27426,22646,82.5712827244221
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2304459,FORTIM,2009,185.119901235235,62.6648882903939,Desejável,4.0983606557377,5.73770491803279,7.78688524590164,12.7049180327869,69.672131147541,253,244,96.4426877470356
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304509,FRECHEIRINHA,2009,129.87069771911,52.7741783309408,Suficiente,15.4385964912281,17.5438596491228,16.4912280701754,15.7894736842105,34.7368421052632,287,285,99.3031358885017
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2304608,GENERAL SAMPAIO,2009,133.407447851069,58.9960285116718,Suficiente,17.2413793103448,16.3793103448276,14.6551724137931,15.0862068965517,36.6379310344828,264,232,87.8787878787879
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304657,GRACA,2009,179.751470356721,64.7050653255513,Desejável,6.16438356164384,6.84931506849315,6.50684931506849,15.7534246575342,64.7260273972603,296,292,98.6486486486486
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2304707,GRANJA,2009,134.114467217117,57.3075100849299,Suficiente,16.6666666666667,14.8915187376726,14.1025641025641,17.8500986193294,36.4891518737673,1048,1014,96.7557251908397
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2304806,GRANJEIRO,2009,150.524403783906,57.2368687818816,Desejável,7.8740157480315,10.2362204724409,14.9606299212598,16.5354330708661,50.3937007874016,133,127,95.4887218045113
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2304905,GROAIRAS,2009,161.223316365507,58.5787186969292,Desejável,8.33333333333333,7.69230769230769,7.69230769230769,20.5128205128205,55.7692307692308,152,156,102.631578947368
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2304954,GUAIUBA,2009,151.138893077655,58.5575814380874,Desejável,10.4308390022676,10.2040816326531,14.7392290249433,15.4195011337868,49.2063492063492,439,441,100.455580865604
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2305001,GUARACIABA DO NORTE,2009,144.0579059905,54.4613620437895,Suficiente,8.02752293577982,14.105504587156,18.4633027522936,18.2339449541284,41.1697247706422,897,872,97.2129319955407
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2305100,GUARAMIRANGA,2009,132.127745156736,55.2824324994889,Suficiente,14.6551724137931,16.3793103448276,23.2758620689655,13.7931034482759,31.8965517241379,126,116,92.0634920634921
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2305209,HIDROLANDIA,2009,156.893371157426,66.0542216881103,Desejável,12.1779859484778,11.2412177985948,11.7096018735363,12.4121779859485,52.4590163934426,443,427,96.3882618510158
2º Ano do Ensino Fundamental,MUNICIPAL,9,HORIZONTE,2305233,HORIZONTE,2009,136.975311170863,53.7865578417121,Suficiente,13.872255489022,11.377245508982,17.6646706586826,18.2634730538922,38.8223552894212,1087,1002,92.1803127874885
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2305266,IBARETAMA,2009,114.002370623558,52.5048146419544,Intermediário,25.3623188405797,23.1884057971014,18.8405797101449,8.69565217391304,23.9130434782609,279,276,98.9247311827957
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2305308,IBIAPINA,2009,153.378076414523,61.2870682549988,Desejável,10.0,12.1428571428571,11.1904761904762,18.5714285714286,48.0952380952381,434,420,96.7741935483871
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2305332,IBICUITINGA,2009,136.887077737953,63.7086806911999,Suficiente,17.8571428571429,11.1607142857143,19.1964285714286,13.8392857142857,37.9464285714286,235,224,95.3191489361702
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2305357,ICAPUI,2009,134.238054132828,55.87304293157,Suficiente,15.4929577464789,15.7746478873239,14.3661971830986,18.3098591549296,36.056338028169,476,355,74.5798319327731
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2305407,ICO,2009,119.88188398204,56.990684398995,Intermediário,23.8977072310406,21.0758377425044,15.8730158730159,12.6984126984127,26.4550264550265,1276,1134,88.871473354232
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2305506,IGUATU,2009,121.258786761467,54.8795633052187,Intermediário,22.9085222830336,17.5918686473808,16.731821735731,14.2298670836591,28.5379202501955,1326,1279,96.4555052790347
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2305605,INDEPENDENCIA,2009,188.979222147003,72.2816174726751,Desejável,7.80141843971631,9.21985815602837,6.85579196217494,5.91016548463357,70.2127659574468,449,423,94.2093541202673
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2305654,IPAPORANGA,2009,136.489093967205,55.1219861405249,Suficiente,14.1361256544503,10.4712041884817,17.2774869109948,21.4659685863874,36.6492146596859,197,191,96.9543147208122
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2305704,IPAUMIRIM,2009,118.035060267334,42.5790693841593,Intermediário,14.792899408284,19.5266272189349,26.6272189349112,17.7514792899408,21.301775147929,215,169,78.6046511627907
2º Ano do Ensino Fundamental,MUNICIPAL,5,TIANGUA,2305803,IPU,2009,168.570432917131,63.6638071758923,Desejável,5.17241379310345,8.62068965517241,13.5278514588859,18.0371352785146,54.6419098143236,829,754,90.9529553679131
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2305902,IPUEIRAS,2009,120.932653008628,57.2541178952175,Intermediário,23.6547085201794,17.9372197309417,16.9282511210762,14.3497757847534,27.1300448430493,921,892,96.8512486427796
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306009,IRACEMA,2009,188.096380384105,63.5162402648084,Desejável,3.43347639484979,5.15021459227468,10.3004291845494,12.0171673819742,69.0987124463519,240,233,97.0833333333333
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2306108,IRAUCUBA,2009,112.651448008696,52.6742715168784,Intermediário,26.615969581749,19.3916349809886,17.8707224334601,13.3079847908745,22.8136882129278,535,526,98.3177570093458
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2306207,ITAICABA,2009,170.918541805714,67.1047019302408,Desejável,6.95652173913043,12.1739130434783,13.9130434782609,7.82608695652174,59.1304347826087,121,115,95.0413223140496
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2306256,ITAITINGA,2009,159.735168836945,64.4588481157854,Desejável,9.93150684931507,9.76027397260274,12.5,13.013698630137,54.7945205479452,620,584,94.1935483870968
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2306306,ITAPAJE,2009,151.289096919227,58.2896370877428,Desejável,8.73405299313052,10.2060843964671,16.9774288518155,18.1550539744848,45.9273797841021,1048,1019,97.2328244274809
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2306405,ITAPIPOCA,2009,143.015840148746,61.3295062707825,Suficiente,11.8577075098814,15.6126482213439,16.2055335968379,15.1679841897233,41.1561264822134,2164,2024,93.5304990757856
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2306504,ITAPIUNA,2009,124.077176384135,51.3706814136172,Intermediário,17.2077922077922,19.4805194805195,16.5584415584416,14.9350649350649,31.8181818181818,362,308,85.0828729281768
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2306553,ITAREMA,2009,203.385377563211,60.4697808574427,Desejável,3.1767955801105,2.90055248618785,5.93922651933702,7.4585635359116,80.524861878453,731,724,99.0424076607387
2º Ano do Ensino Fundamental,MUNICIPAL,7,CANINDE,2306603,ITATIRA,2009,124.854117813054,50.0644016823878,Intermediário,15.4761904761905,20.2380952380952,18.2539682539683,17.6587301587302,28.3730158730159,531,504,94.9152542372881
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306702,JAGUARETAMA,2009,123.901531051923,59.2652621067773,Intermediário,26.2755102040816,12.5,16.3265306122449,14.2857142857143,30.6122448979592,417,392,94.0047961630695
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306801,JAGUARIBARA,2009,125.92177628046,51.9880840541906,Suficiente,17.4863387978142,18.0327868852459,15.8469945355191,14.207650273224,34.4262295081967,188,183,97.3404255319149
2º Ano do Ensino Fundamental,MUNICIPAL,11,JAGUARIBE,2306900,JAGUARIBE,2009,157.327390863807,62.598296598031,Desejável,10.2331606217617,7.90155440414508,15.2849740932642,13.7305699481865,52.8497409326425,803,772,96.1394769613948
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2307007,JAGUARUANA,2009,138.284943689224,57.3695868319499,Suficiente,14.3626570915619,13.4649910233393,16.5170556552962,16.1579892280072,39.4973070017953,576,557,96.7013888888889
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2307106,JARDIM,2009,128.631894667163,49.2054232262241,Suficiente,11.7460317460317,18.4126984126984,22.6984126984127,16.6666666666667,30.4761904761905,651,630,96.7741935483871
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2307205,JATI,2009,179.354724474355,56.4791724718846,Desejável,2.45901639344262,6.55737704918033,7.37704918032787,13.9344262295082,69.672131147541,140,122,87.1428571428571
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2307254,JIJOCA DE JERICOACOARA,2009,220.908758778789,58.0752613176147,Desejável,2.3489932885906,1.34228187919463,4.36241610738255,4.69798657718121,87.248322147651,292,298,102.054794520548
2º Ano do Ensino Fundamental,MUNICIPAL,19,JUAZEIRO DO NORTE,2307304,JUAZEIRO DO NORTE,2009,126.88515611251,55.0285259301298,Suficiente,18.4291057463448,16.9330159809589,18.2590955457327,14.4848690921455,31.8939136348181,3452,2941,85.1969872537659
2º Ano do Ensino Fundamental,MUNICIPAL,16,IGUATU,2307403,JUCAS,2009,145.469639486796,57.1673175299151,Suficiente,10.6796116504854,13.1067961165049,15.0485436893204,13.8349514563107,47.3300970873786,435,412,94.7126436781609
2º Ano do Ensino Fundamental,MUNICIPAL,17,ICO,2307502,LAVRAS DA MANGABEIRA,2009,135.758904648652,54.6434706644346,Suficiente,12.5748502994012,14.9700598802395,20.5089820359281,16.3173652694611,35.6287425149701,734,668,91.008174386921
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2307601,LIMOEIRO DO NORTE,2009,150.20073995628,60.250977901439,Desejável,11.8120805369128,10.4697986577181,14.0939597315436,16.6442953020134,46.9798657718121,798,745,93.3583959899749
2º Ano do Ensino Fundamental,MUNICIPAL,12,QUIXADA,2307635,MADALENA,2009,128.784475933799,60.6043009679935,Suficiente,20.2439024390244,15.3658536585366,14.390243902439,18.2926829268293,31.7073170731707,434,410,94.4700460829493
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2307650,MARACANAU,2009,146.228031225796,62.1941169797798,Suficiente,12.116368286445,14.0345268542199,16.272378516624,14.6419437340153,42.9347826086956,3262,3128,95.8920907418761
2º Ano do Ensino Fundamental,MUNICIPAL,1,MARACANAU,2307700,MARANGUAPE,2009,134.976036952277,58.5407854640477,Suficiente,16.1773891317926,14.4284821986259,17.4890693316677,14.6783260462211,37.2267332916927,1621,1601,98.7661937075879
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2307809,MARCO,2009,149.590022795907,59.3610563489999,Suficiente,12.5619834710744,8.7603305785124,14.5454545454545,15.3719008264463,48.7603305785124,612,605,98.8562091503268
2º Ano do Ensino Fundamental,MUNICIPAL,4,CAMOCIM,2307908,MARTINOPOLE,2009,158.629606992363,53.4850556653566,Desejável,7.30593607305936,6.39269406392694,13.2420091324201,13.2420091324201,59.8173515981735,218,219,100.45871559633
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2308005,MASSAPE,2009,151.389845499474,60.5934234156268,Desejável,9.58083832335329,11.9760479041916,13.7724550898204,16.4670658682635,48.2035928143713,674,668,99.1097922848665
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2308104,MAURITI,2009,222.547446313746,52.2608290247152,Desejável,0.597371565113501,1.9115890083632001,2.7479091995221,4.6594982078853,90.0836320191159,876,837,95.5479452054795
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2308203,MERUOCA,2009,176.177497846495,54.8832182050554,Desejável,3.47222222222222,5.20833333333333,9.02777777777778,15.2777777777778,67.0138888888889,293,288,98.2935153583618
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2308302,MILAGRES,2009,157.572957881047,68.2153762970716,Desejável,9.86666666666667,10.1333333333333,19.7333333333333,12.5333333333333,47.7333333333333,419,375,89.4988066825776
2º Ano do Ensino Fundamental,MUNICIPAL,14,SENADOR POMPEU,2308351,MILHA,2009,219.944078850195,53.0203914212763,Desejável,2.55474452554745,1.45985401459854,2.18978102189781,4.01459854014599,89.7810218978102,279,274,98.2078853046595
2º Ano do Ensino Fundamental,MUNICIPAL,2,ITAPIPOCA,2308377,MIRAIMA,2009,142.328926030707,52.6263051393207,Suficiente,8.80281690140845,13.0281690140845,15.8450704225352,24.2957746478873,38.0281690140845,346,284,82.0809248554913
2º Ano do Ensino Fundamental,MUNICIPAL,20,BREJO SANTO,2308401,MISSAO VELHA,2009,153.973231278304,62.815629671606,Desejável,7.90629575402635,15.2269399707174,15.2269399707174,14.2020497803807,47.4377745241581,727,683,93.9477303988996
2º Ano do Ensino Fundamental,MUNICIPAL,14,SENADOR POMPEU,2308500,MOMBACA,2009,132.027260176346,60.2478549217537,Suficiente,17.6470588235294,16.7755991285403,17.3202614379085,15.6862745098039,32.5708061002179,1005,918,91.3432835820896
2º Ano do Ensino Fundamental,MUNICIPAL,13,CRATEUS,2308609,MONSENHOR TABOSA,2009,101.944069420909,44.5333695197391,Intermediário,30.1169590643275,23.0994152046784,20.7602339181287,12.8654970760234,13.1578947368421,391,342,87.4680306905371
2º Ano do Ensino Fundamental,MUNICIPAL,10,RUSSAS,2308708,MORADA NOVA,2009,117.912062090409,51.2914563607092,Intermediário,21.7024539877301,17.7147239263804,21.4723926380368,13.8036809815951,25.3067484662577,1422,1304,91.7018284106892
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2308807,MORAUJO,2009,127.99058061669,45.7401234768885,Suficiente,11.2745098039216,16.1764705882353,20.5882352941176,23.0392156862745,28.921568627451,216,204,94.4444444444444
2º Ano do Ensino Fundamental,MUNICIPAL,3,ACARAU,2308906,MORRINHOS,2009,195.050535799602,62.3935843033171,Desejável,4.78723404255319,2.92553191489362,7.18085106382979,8.24468085106383,76.8617021276596,382,376,98.4293193717278
2º Ano do Ensino Fundamental,MUNICIPAL,6,SOBRAL,2309003,MUCAMBO,2009,184.337574421733,52.687228885474,Desejável,1.52671755725191,4.19847328244275,9.54198473282443,12.9770992366412,71.7557251908397,266,262,98.4962406015038
2º Ano do Ensino Fundamental,MUNICIPAL,8,BATURITE,2309102,MULUNGU,2009,146.20892592067,61.0810596314305,Suficiente,12.280701754386,14.4736842105263,13.5964912280702,14.0350877192982,45.6140350877193,231,228,98.7012987012987
